i,time,pos,duration
23764,2018-03-24 01:02:36.864530600,P191,3.27
23765,2018-03-24 01:02:41.890818100,P192,1.94
23766,2018-03-24 01:02:45.602030400,P193,1.95
23767,2018-03-24 01:02:49.296241700,P194,2.01
23768,2018-03-24 01:02:53.087458500,P195,1.48
23769,2018-03-24 01:02:56.314643100,P196,1.72
23770,2018-03-24 01:02:59.889847600,P197,2.16
23771,2018-03-24 01:03:03.766069300,P198,1.92
23772,2018-03-24 01:03:07.483281900,P199,1.54
23773,2018-03-24 01:03:10.899477300,P200,1.95
23774,2018-03-24 01:03:14.761698200,P201,1.48
23775,2018-03-24 01:03:17.990882900,P202,2.2
23776,2018-03-24 01:03:22.047114900,P203,1.74
23777,2018-03-24 01:03:25.577316800,P204,1.74
23778,2018-03-24 01:03:29.092517900,P205,2.0
23779,2018-03-24 01:03:33.185752000,P206,2.21
23780,2018-03-24 01:03:37.189981000,P207,1.48
23781,2018-03-24 01:03:40.420165800,P208,1.49
23782,2018-03-24 01:03:43.649350500,P209,2.23
23783,2018-03-24 01:03:47.612577200,P210,2.89
23784,2018-03-24 01:03:52.283844300,P211,1.76
23785,2018-03-24 01:03:55.831047200,P212,1.51
23786,2018-03-24 01:03:59.106234600,P213,2.0
23787,2018-03-24 01:04:02.837448000,P214,1.52
23788,2018-03-24 01:04:06.347648700,P215,2.0
23789,2018-03-24 01:04:10.044860200,P216,1.99
23790,2018-03-24 01:04:13.784074100,P217,2.42
23791,2018-03-24 01:04:17.920310700,P218,1.7
23792,2018-03-24 01:04:21.361507500,P219,1.51
23793,2018-03-24 01:04:24.711699100,P220,1.49
23794,2018-03-24 01:04:27.937883600,P221,1.95
23795,2018-03-24 01:04:31.598093000,P222,1.96
23796,2018-03-24 01:04:35.307305100,P223,1.96
23797,2018-03-24 01:04:39.090521500,P224,1.96
23798,2018-03-24 01:04:42.841736100,P225,1.94
23799,2018-03-24 01:04:46.622952400,P226,1.94
23800,2018-03-24 01:04:50.344165200,P227,2.42
23801,2018-03-24 01:04:54.544405400,P228,1.7
23802,2018-03-24 01:04:58.525633200,P229,2.15
23803,2018-03-24 01:05:02.426856300,P230,1.49
23804,2018-03-24 01:05:05.618038800,P231,1.94
23805,2018-03-24 01:05:09.306249800,P232,1.72
23806,2018-03-24 01:05:12.850452500,P233,2.24
23807,2018-03-24 01:05:16.833680300,P234,2.91
23808,2018-03-24 01:05:21.531949000,P235,2.86
23809,2018-03-24 01:05:26.242218500,P236,1.94
23810,2018-03-24 01:05:30.141441500,P237,1.04
23811,2018-03-24 01:05:33.152613700,P238,1.72
23812,2018-03-24 01:05:36.650813800,P239,1.5
23813,2018-03-24 01:05:40.045007900,P240,1.06
23814,2018-03-24 01:05:42.810166100,P241,1.51
23815,2018-03-24 01:05:46.036350600,P242,1.71
23816,2018-03-24 01:05:49.935573600,P243,1.48
23817,2018-03-24 01:05:53.536779600,P243,0.96
23818,2018-03-24 01:06:03.530351200,P243,1.41
23819,2018-03-24 01:06:12.531866100,P1,2.68
23820,2018-03-24 01:06:17.076126000,P2,1.51
23821,2018-03-24 01:06:20.385315300,P3,1.53
23822,2018-03-24 01:06:23.715505700,P4,1.51
23823,2018-03-24 01:06:26.965691600,P5,1.76
23824,2018-03-24 01:06:30.593899200,P6,1.76
23825,2018-03-24 01:06:34.068097900,P7,1.74
23826,2018-03-24 01:06:37.590299300,P8,1.72
23827,2018-03-24 01:06:41.066498200,P9,2.04
23828,2018-03-24 01:06:44.985722300,P10,1.44
23829,2018-03-24 01:06:48.096900300,P11,1.99
23830,2018-03-24 01:06:51.829113700,P12,1.73
23831,2018-03-24 01:06:55.337314400,P13,2.06
23832,2018-03-24 01:06:59.178534100,P14,2.22
23833,2018-03-24 01:07:03.229765800,P15,1.5
23834,2018-03-24 01:07:06.478951700,P16,2.22
23835,2018-03-24 01:07:10.447178600,P17,1.48
23836,2018-03-24 01:07:13.653362000,P18,2.16
23837,2018-03-24 01:07:17.567585900,P19,1.47
23838,2018-03-24 01:07:20.968780400,P20,1.96
23839,2018-03-24 01:07:24.699993900,P21,1.98
23840,2018-03-24 01:07:28.558214500,P22,1.49
23841,2018-03-24 01:07:31.786399200,P23,1.94
23842,2018-03-24 01:07:35.583616400,P24,1.55
23843,2018-03-24 01:07:39.011812400,P25,2.21
23844,2018-03-24 01:07:43.026042000,P26,2.21
23845,2018-03-24 01:07:47.004269600,P27,1.48
23846,2018-03-24 01:07:50.208452900,P28,2.87
23847,2018-03-24 01:07:54.915722100,P29,1.98
23848,2018-03-24 01:07:58.698938500,P30,1.52
23849,2018-03-24 01:08:02.003127500,P31,1.95
23850,2018-03-24 01:08:06.257370800,P32,1.71
23851,2018-03-24 01:08:09.714568500,P33,1.93
23852,2018-03-24 01:08:13.509785600,P34,1.93
23853,2018-03-24 01:08:17.103991200,P35,2.62
23854,2018-03-24 01:08:21.427238500,P36,1.48
23855,2018-03-24 01:08:24.720426800,P37,1.95
23856,2018-03-24 01:08:28.436639400,P38,1.42
23857,2018-03-24 01:08:31.640822600,P39,1.5
23858,2018-03-24 01:08:34.849006100,P40,2.17
23859,2018-03-24 01:08:38.730228100,P41,1.49
23860,2018-03-24 01:08:41.962413000,P42,1.47
23861,2018-03-24 01:08:45.190597700,P43,1.54
23862,2018-03-24 01:08:48.481785900,P44,2.25
23863,2018-03-24 01:08:52.651024400,P45,1.71
23864,2018-03-24 01:08:56.217228300,P46,2.02
23865,2018-03-24 01:09:00.037446800,P47,2.18
23866,2018-03-24 01:09:04.066677300,P48,1.74
23867,2018-03-24 01:09:07.549876500,P49,1.51
23868,2018-03-24 01:09:10.741059100,P50,1.96
23869,2018-03-24 01:09:14.457271600,P51,1.93
23870,2018-03-24 01:09:18.135482000,P52,2.66
23871,2018-03-24 01:09:22.671741500,P53,1.95
23872,2018-03-24 01:09:26.358952300,P54,1.73
23873,2018-03-24 01:09:29.822150400,P55,1.53
23874,2018-03-24 01:09:33.101338000,P56,1.52
23875,2018-03-24 01:09:36.462530200,P57,1.99
23876,2018-03-24 01:09:40.210744600,P58,1.94
23877,2018-03-24 01:09:43.951958600,P59,1.54
23878,2018-03-24 01:09:47.249147200,P60,2.17
23879,2018-03-24 01:09:51.223374500,P61,1.51
23880,2018-03-24 01:09:54.482560900,P62,1.5
23881,2018-03-24 01:09:57.764748700,P63,1.5
23882,2018-03-24 01:10:01.007934200,P64,1.74
23883,2018-03-24 01:10:04.514134700,P65,1.49
23884,2018-03-24 01:10:07.861326100,P66,2.16
23885,2018-03-24 01:10:11.745548300,P67,1.5
23886,2018-03-24 01:10:15.075738800,P68,1.93
23887,2018-03-24 01:10:18.735948100,P69,1.48
23888,2018-03-24 01:10:21.974133400,P70,1.49
23889,2018-03-24 01:10:25.179316700,P71,1.47
23890,2018-03-24 01:10:28.547509300,P72,1.98
23891,2018-03-24 01:10:32.225719700,P73,1.47
23892,2018-03-24 01:10:35.418902300,P74,1.51
23893,2018-03-24 01:10:38.751092900,P75,1.97
23894,2018-03-24 01:10:42.464305300,P76,1.51
23895,2018-03-24 01:10:45.712491100,P77,1.51
23896,2018-03-24 01:10:49.002679300,P78,1.47
23897,2018-03-24 01:10:52.202862300,P79,1.99
23898,2018-03-24 01:10:56.024080900,P80,1.48
23899,2018-03-24 01:10:59.238264700,P81,1.97
23900,2018-03-24 01:11:02.925475600,P82,1.92
23901,2018-03-24 01:11:06.653688900,P83,1.48
23902,2018-03-24 01:11:09.877873300,P84,2.14
23903,2018-03-24 01:11:13.757095200,P85,1.55
23904,2018-03-24 01:11:17.044283200,P86,1.51
23905,2018-03-24 01:11:20.419476200,P87,1.98
23906,2018-03-24 01:11:24.092686300,P88,1.96
23907,2018-03-24 01:11:27.866902200,P89,1.95
23908,2018-03-24 01:11:31.512110700,P90,2.17
23909,2018-03-24 01:11:35.425334500,P91,2.42
23910,2018-03-24 01:11:39.642575700,P92,2.16
23911,2018-03-24 01:11:43.566800200,P93,1.97
23912,2018-03-24 01:11:47.317014700,P94,1.49
23913,2018-03-24 01:11:50.840216200,P95,1.52
23914,2018-03-24 01:11:54.080401500,P96,1.52
23915,2018-03-24 01:11:57.504597400,P97,1.53
23916,2018-03-24 01:12:00.726781700,P98,1.56
23917,2018-03-24 01:12:04.035971000,P99,2.39
23918,2018-03-24 01:12:08.126204900,P100,1.52
23919,2018-03-24 01:12:11.423393500,P101,2.42
23920,2018-03-24 01:12:15.584631500,P102,2.17
23921,2018-03-24 01:12:19.442852200,P103,1.98
23922,2018-03-24 01:12:23.167065200,P104,2.4
23923,2018-03-24 01:12:27.473311500,P105,1.95
23924,2018-03-24 01:12:31.305530700,P106,1.49
23925,2018-03-24 01:12:34.449710500,P107,1.51
23926,2018-03-24 01:12:37.657894000,P108,1.95
23927,2018-03-24 01:12:41.387107300,P109,1.52
23928,2018-03-24 01:12:44.761300300,P110,1.49
23929,2018-03-24 01:12:47.970483900,P111,1.94
23930,2018-03-24 01:12:51.650694400,P112,1.93
23931,2018-03-24 01:12:55.304903400,P113,1.94
23932,2018-03-24 01:12:59.118121500,P114,1.93
23933,2018-03-24 01:13:02.794331700,P115,1.47
23934,2018-03-24 01:13:06.204526800,P116,1.51
23935,2018-03-24 01:13:09.481714200,P117,1.94
23936,2018-03-24 01:13:13.210927500,P118,1.48
23937,2018-03-24 01:13:16.492115200,P119,1.99
23938,2018-03-24 01:13:20.267331100,P120,1.51
23939,2018-03-24 01:13:23.544518600,P121,1.92
23940,2018-03-24 01:13:27.581749500,P122,1.96
23941,2018-03-24 01:13:31.260959900,P123,1.92
23942,2018-03-24 01:13:34.966171900,P124,1.49
23943,2018-03-24 01:13:38.242359300,P125,2.18
23944,2018-03-24 01:13:42.196585400,P126,2.6
23945,2018-03-24 01:13:46.583836400,P127,2.13
23946,2018-03-24 01:13:50.521061600,P128,1.94
23947,2018-03-24 01:13:54.268275900,P129,1.74
23948,2018-03-24 01:13:57.922484900,P130,1.51
23949,2018-03-24 01:14:01.238674600,P131,1.48
23950,2018-03-24 01:14:04.472859600,P132,2.41
23951,2018-03-24 01:14:08.603095800,P133,1.52
23952,2018-03-24 01:14:11.898284300,P134,2.16
23953,2018-03-24 01:14:15.710502300,P135,2.19
23954,2018-03-24 01:14:19.599724800,P136,2.21
23955,2018-03-24 01:14:23.526949400,P137,1.95
23956,2018-03-24 01:14:27.201159500,P138,1.48
23957,2018-03-24 01:14:30.371340900,P139,1.5
23958,2018-03-24 01:14:33.591525000,P140,1.73
23959,2018-03-24 01:14:37.231733300,P141,1.98
23960,2018-03-24 01:14:40.949945900,P142,1.53
23961,2018-03-24 01:14:44.230133500,P143,2.66
23962,2018-03-24 01:14:48.582382500,P144,1.77
23963,2018-03-24 01:14:52.112584400,P145,1.49
23964,2018-03-24 01:14:55.301766800,P146,1.77
23965,2018-03-24 01:14:58.818968000,P147,1.5
23966,2018-03-24 01:15:02.076154300,P148,1.95
23967,2018-03-24 01:15:05.823368600,P149,1.79
23968,2018-03-24 01:15:09.599584600,P150,1.5
23969,2018-03-24 01:15:12.843770100,P151,2.6
23970,2018-03-24 01:15:17.392030300,P152,1.52
23971,2018-03-24 01:15:20.753222500,P153,1.47
23972,2018-03-24 01:15:24.176418300,P154,1.99
23973,2018-03-24 01:15:27.930633100,P155,1.97
23974,2018-03-24 01:15:31.717849700,P156,1.96
23975,2018-03-24 01:15:35.630073400,P157,1.5
23976,2018-03-24 01:15:38.816255700,P158,1.49
23977,2018-03-24 01:15:42.250452100,P159,1.99
23978,2018-03-24 01:15:46.023667900,P160,1.98
23979,2018-03-24 01:15:49.684877300,P161,1.51
23980,2018-03-24 01:15:52.973065400,P162,1.97
23981,2018-03-24 01:15:56.657276100,P163,1.46
23982,2018-03-24 01:15:59.945464200,P164,2.0
23983,2018-03-24 01:16:03.633675200,P165,1.52
23984,2018-03-24 01:16:06.872860400,P166,1.93
23985,2018-03-24 01:16:10.515068800,P167,1.51
23986,2018-03-24 01:16:13.773255100,P168,2.2
23987,2018-03-24 01:16:17.731481500,P169,1.95
23988,2018-03-24 01:16:21.486696300,P170,1.49
23989,2018-03-24 01:16:25.180907600,P171,1.48
23990,2018-03-24 01:16:28.407092100,P172,1.96
23991,2018-03-24 01:16:32.174307600,P173,1.93
23992,2018-03-24 01:16:35.763512900,P174,1.49
23993,2018-03-24 01:16:39.147706400,P175,2.0
23994,2018-03-24 01:16:42.877919800,P176,1.72
23995,2018-03-24 01:16:46.559130400,P177,1.53
23996,2018-03-24 01:16:50.030328900,P178,1.49
23997,2018-03-24 01:16:53.209510700,P179,2.14
23998,2018-03-24 01:16:57.094733000,P180,1.74
23999,2018-03-24 01:17:00.582932500,P181,1.47
24000,2018-03-24 01:17:03.778115200,P182,1.53
24001,2018-03-24 01:17:07.319317800,P183,1.97
24002,2018-03-24 01:17:11.022529600,P184,1.72
24003,2018-03-24 01:17:14.485727700,P185,1.99
24004,2018-03-24 01:17:18.225941600,P186,1.48
24005,2018-03-24 01:17:21.480127700,P187,1.49
24006,2018-03-24 01:17:24.782316600,P188,1.94
24007,2018-03-24 01:17:28.438525700,P189,1.47
24008,2018-03-24 01:17:31.778716800,P190,1.48
24009,2018-03-24 01:17:34.971899400,P191,2.86
24010,2018-03-24 01:17:39.628165700,P192,1.49
24011,2018-03-24 01:17:42.902353000,P193,1.96
24012,2018-03-24 01:17:46.630566200,P194,2.19
24013,2018-03-24 01:17:50.563791200,P195,1.94
24014,2018-03-24 01:17:54.334006900,P196,2.22
24015,2018-03-24 01:17:58.292233300,P197,1.49
24016,2018-03-24 01:18:01.456414200,P198,2.61
24017,2018-03-24 01:18:05.820663900,P199,1.53
24018,2018-03-24 01:18:09.042848200,P200,1.48
24019,2018-03-24 01:18:12.321035700,P201,1.52
24020,2018-03-24 01:18:15.739231200,P202,1.51
24021,2018-03-24 01:18:19.045420300,P203,2.1
24022,2018-03-24 01:18:23.008647000,P204,1.54
24023,2018-03-24 01:18:26.291834700,P205,1.54
24024,2018-03-24 01:18:29.637026100,P206,1.99
24025,2018-03-24 01:18:33.578251500,P207,1.94
24026,2018-03-24 01:18:37.288463700,P208,1.49
24027,2018-03-24 01:18:40.581652100,P209,1.54
24028,2018-03-24 01:18:43.878840700,P210,2.73
24029,2018-03-24 01:18:48.323094900,P211,1.49
24030,2018-03-24 01:18:51.758291300,P212,1.49
24031,2018-03-24 01:18:54.966474800,P213,1.5
24032,2018-03-24 01:18:58.246662500,P214,1.52
24033,2018-03-24 01:19:01.549851400,P215,1.53
24034,2018-03-24 01:19:04.824038700,P216,1.54
24035,2018-03-24 01:19:08.150228900,P217,2.4
24036,2018-03-24 01:19:12.240462900,P218,1.49
24037,2018-03-24 01:19:15.582654000,P219,2.03
24038,2018-03-24 01:19:19.357869900,P220,2.16
24039,2018-03-24 01:19:23.260093100,P221,1.97
24040,2018-03-24 01:19:26.946304000,P222,1.47
24041,2018-03-24 01:19:30.147487100,P223,1.73
24042,2018-03-24 01:19:33.590684000,P224,1.69
24043,2018-03-24 01:19:36.986878300,P225,1.48
24044,2018-03-24 01:19:40.269066000,P226,2.43
24045,2018-03-24 01:19:44.647316400,P227,1.94
24046,2018-03-24 01:19:48.490536200,P228,1.51
24047,2018-03-24 01:19:51.767723700,P229,1.95
24048,2018-03-24 01:19:55.462935000,P230,1.75
24049,2018-03-24 01:19:59.209149300,P231,1.47
24050,2018-03-24 01:20:02.354329200,P232,1.98
24051,2018-03-24 01:20:06.231551000,P233,2.22
24052,2018-03-24 01:20:10.181776900,P234,3.34
24053,2018-03-24 01:20:15.292069200,P235,2.65
24054,2018-03-24 01:20:19.784326100,P236,1.99
24055,2018-03-24 01:20:23.534540600,P237,1.04
24056,2018-03-24 01:20:26.370702900,P238,1.93
24057,2018-03-24 01:20:30.103916400,P239,1.51
24058,2018-03-24 01:20:33.401105000,P240,1.12
24059,2018-03-24 01:20:36.322272100,P241,1.95
24060,2018-03-24 01:20:39.995482200,P242,1.98
24061,2018-03-24 01:20:43.718695100,P243,1.49
24062,2018-03-24 01:20:47.420906900,P243,0.92
24063,2018-03-24 01:20:57.369475900,P243,0.97
24064,2018-03-24 01:21:07.369047800,P243,0.97
24065,2018-03-24 01:21:12.208324600,P1,1.97
24066,2018-03-24 01:21:16.107547600,P2,1.51
24067,2018-03-24 01:21:19.364733900,P3,1.75
24068,2018-03-24 01:21:22.976940600,P4,1.93
24069,2018-03-24 01:21:26.614148600,P5,1.5
24070,2018-03-24 01:21:29.842333200,P6,1.52
24071,2018-03-24 01:21:33.316531900,P7,1.78
24072,2018-03-24 01:21:36.868735100,P8,1.54
24073,2018-03-24 01:21:40.317932400,P9,1.75
24074,2018-03-24 01:21:43.836133600,P10,1.53
24075,2018-03-24 01:21:47.119321400,P11,3.12
24076,2018-03-24 01:21:52.059604000,P12,1.54
24077,2018-03-24 01:21:55.420796200,P13,2.04
24078,2018-03-24 01:21:59.233014300,P14,2.74
24079,2018-03-24 01:22:03.757273100,P15,1.5
24080,2018-03-24 01:22:07.309476200,P16,2.16
24081,2018-03-24 01:22:11.326706000,P17,1.51
24082,2018-03-24 01:22:14.599893200,P18,1.51
24083,2018-03-24 01:22:17.867080100,P19,1.73
24084,2018-03-24 01:22:21.341278800,P20,2.43
24085,2018-03-24 01:22:25.870537900,P21,1.48
24086,2018-03-24 01:22:29.118723600,P22,1.95
24087,2018-03-24 01:22:32.793933900,P23,1.55
24088,2018-03-24 01:22:36.158126300,P24,1.47
24089,2018-03-24 01:22:39.402311800,P25,1.98
24090,2018-03-24 01:22:43.151526300,P26,1.93
24091,2018-03-24 01:22:46.972744800,P27,2.25
24092,2018-03-24 01:22:50.937971600,P28,1.5
24093,2018-03-24 01:22:54.245160800,P29,1.71
24094,2018-03-24 01:22:57.673356900,P30,1.44
24095,2018-03-24 01:23:00.975545800,P31,1.48
24096,2018-03-24 01:23:04.206730600,P32,1.5
24097,2018-03-24 01:23:07.648927400,P33,1.99
24098,2018-03-24 01:23:11.391141500,P34,1.74
24099,2018-03-24 01:23:14.860339900,P35,1.56
24100,2018-03-24 01:23:18.258534300,P36,1.47
24101,2018-03-24 01:23:21.458717300,P37,2.87
24102,2018-03-24 01:23:26.195988300,P38,1.97
24103,2018-03-24 01:23:30.005206200,P39,1.49
24104,2018-03-24 01:23:33.443402800,P40,1.51
24105,2018-03-24 01:23:36.691588600,P41,2.2
24106,2018-03-24 01:23:40.793823200,P42,1.47
24107,2018-03-24 01:23:44.059010000,P43,1.97
24108,2018-03-24 01:23:47.813224700,P44,2.19
24109,2018-03-24 01:23:51.989463600,P45,1.51
24110,2018-03-24 01:23:55.298652900,P46,1.78
24111,2018-03-24 01:23:58.778851900,P47,1.97
24112,2018-03-24 01:24:02.486064000,P48,1.93
24113,2018-03-24 01:24:06.308282600,P49,1.5
24114,2018-03-24 01:24:09.583469900,P50,1.98
24115,2018-03-24 01:24:13.273681000,P51,1.55
24116,2018-03-24 01:24:16.603871400,P52,1.52
24117,2018-03-24 01:24:19.874058500,P53,1.51
24118,2018-03-24 01:24:23.188248000,P54,1.93
24119,2018-03-24 01:24:27.054469200,P55,1.97
24120,2018-03-24 01:24:30.766681500,P56,1.53
24121,2018-03-24 01:24:34.259881300,P57,1.5
24122,2018-03-24 01:24:37.475065200,P58,1.96
24123,2018-03-24 01:24:41.298283900,P59,1.49
24124,2018-03-24 01:24:44.557470300,P60,1.97
24125,2018-03-24 01:24:48.321685600,P61,1.48
24126,2018-03-24 01:24:51.516868400,P62,1.95
24127,2018-03-24 01:24:55.305085000,P63,1.95
24128,2018-03-24 01:24:58.991295900,P64,1.53
24129,2018-03-24 01:25:02.321486300,P65,1.73
24130,2018-03-24 01:25:05.811686000,P66,1.76
24131,2018-03-24 01:25:09.473895400,P67,1.99
24132,2018-03-24 01:25:13.191108000,P68,2.41
24133,2018-03-24 01:25:17.942379800,P69,1.94
24134,2018-03-24 01:25:21.604589300,P70,1.48
24135,2018-03-24 01:25:24.826773600,P71,1.49
24136,2018-03-24 01:25:28.083959900,P72,1.47
24137,2018-03-24 01:25:31.585160100,P73,2.11
24138,2018-03-24 01:25:35.465382100,P74,1.98
24139,2018-03-24 01:25:39.202595800,P75,2.04
24140,2018-03-24 01:25:42.950810200,P76,1.77
24141,2018-03-24 01:25:46.526014700,P77,1.98
24142,2018-03-24 01:25:50.350233400,P78,1.53
24143,2018-03-24 01:25:53.657422600,P79,1.5
24144,2018-03-24 01:25:56.970612100,P80,2.38
24145,2018-03-24 01:26:01.055845800,P81,1.5
24146,2018-03-24 01:26:04.373035500,P82,1.49
24147,2018-03-24 01:26:07.729227500,P83,1.73
24148,2018-03-24 01:26:11.234427900,P84,1.49
24149,2018-03-24 01:26:14.480613600,P85,2.01
24150,2018-03-24 01:26:18.386837000,P86,1.48
24151,2018-03-24 01:26:21.598020700,P87,2.16
24152,2018-03-24 01:26:25.844263600,P88,1.96
24153,2018-03-24 01:26:29.555475800,P89,2.42
24154,2018-03-24 01:26:33.766716700,P90,1.49
24155,2018-03-24 01:26:36.984900800,P91,1.53
24156,2018-03-24 01:26:40.472100200,P92,1.7
24157,2018-03-24 01:26:43.894296000,P93,2.0
24158,2018-03-24 01:26:47.663511600,P94,1.95
24159,2018-03-24 01:26:51.609737300,P95,1.94
24160,2018-03-24 01:26:55.286947600,P96,1.48
24161,2018-03-24 01:26:58.646139700,P97,2.37
24162,2018-03-24 01:27:02.887382300,P98,1.49
24163,2018-03-24 01:27:06.197571600,P99,1.48
24164,2018-03-24 01:27:09.550763400,P100,1.93
24165,2018-03-24 01:27:13.344980500,P101,1.53
24166,2018-03-24 01:27:16.687171600,P102,1.53
24167,2018-03-24 01:27:19.908355900,P103,1.5
24168,2018-03-24 01:27:23.313550600,P104,1.5
24169,2018-03-24 01:27:26.531734700,P105,2.16
24170,2018-03-24 01:27:30.637969600,P106,1.49
24171,2018-03-24 01:27:33.842152800,P107,1.95
24172,2018-03-24 01:27:37.596367600,P108,1.96
24173,2018-03-24 01:27:41.334581400,P109,1.51
24174,2018-03-24 01:27:44.618769200,P110,2.58
24175,2018-03-24 01:27:48.999019800,P111,1.97
24176,2018-03-24 01:27:52.742233900,P112,1.52
24177,2018-03-24 01:27:56.163429500,P113,1.49
24178,2018-03-24 01:27:59.421615900,P114,2.19
24179,2018-03-24 01:28:03.658858200,P115,1.7
24180,2018-03-24 01:28:07.086054300,P116,1.49
24181,2018-03-24 01:28:10.289237500,P117,2.47
24182,2018-03-24 01:28:14.505478600,P118,1.96
24183,2018-03-24 01:28:18.432703300,P119,1.48
24184,2018-03-24 01:28:21.629886100,P120,1.52
24185,2018-03-24 01:28:24.821068700,P121,1.47
24186,2018-03-24 01:28:28.073254700,P122,2.44
24187,2018-03-24 01:28:32.542510300,P123,2.2
24188,2018-03-24 01:28:36.537738800,P124,1.47
24189,2018-03-24 01:28:39.866929200,P125,1.99
24190,2018-03-24 01:28:43.871158300,P126,1.5
24191,2018-03-24 01:28:47.117343900,P127,1.5
24192,2018-03-24 01:28:50.580542000,P128,1.74
24193,2018-03-24 01:28:54.216750000,P129,1.53
24194,2018-03-24 01:28:57.431933900,P130,2.17
24195,2018-03-24 01:29:01.356158300,P131,1.51
24196,2018-03-24 01:29:04.641346200,P132,1.98
24197,2018-03-24 01:29:08.564570600,P133,2.19
24198,2018-03-24 01:29:12.855816100,P134,1.72
24199,2018-03-24 01:29:16.318014100,P135,1.47
24200,2018-03-24 01:29:19.548198900,P136,1.51
24201,2018-03-24 01:29:22.868388800,P137,1.5
24202,2018-03-24 01:29:26.201579400,P138,1.53
24203,2018-03-24 01:29:29.425763800,P139,1.49
24204,2018-03-24 01:29:32.632947300,P140,1.52
24205,2018-03-24 01:29:35.971138200,P141,1.94
24206,2018-03-24 01:29:39.739353700,P142,1.49
24207,2018-03-24 01:29:43.249554500,P143,1.99
24208,2018-03-24 01:29:47.012769800,P144,1.49
24209,2018-03-24 01:29:50.250955000,P145,1.47
24210,2018-03-24 01:29:53.443137500,P146,1.49
24211,2018-03-24 01:29:56.651321000,P147,1.51
24212,2018-03-24 01:30:00.099518300,P148,1.55
24213,2018-03-24 01:30:03.370705400,P149,1.95
24214,2018-03-24 01:30:06.971911300,P150,1.52
24215,2018-03-24 01:30:10.290101100,P151,1.56
24216,2018-03-24 01:30:13.630292200,P152,1.52
24217,2018-03-24 01:30:17.074489200,P153,1.51
24218,2018-03-24 01:30:20.347676400,P154,1.49
24219,2018-03-24 01:30:23.561860200,P155,1.52
24220,2018-03-24 01:30:26.988056200,P156,1.92
24221,2018-03-24 01:30:30.673267000,P157,2.19
24222,2018-03-24 01:30:34.614492400,P158,1.94
24223,2018-03-24 01:30:38.425710400,P159,1.48
24224,2018-03-24 01:30:41.694897400,P160,1.45
24225,2018-03-24 01:30:44.901080800,P161,1.49
24226,2018-03-24 01:30:48.194269100,P162,2.0
24227,2018-03-24 01:30:51.997486700,P163,1.48
24228,2018-03-24 01:30:55.197669700,P164,1.48
24229,2018-03-24 01:30:58.438855100,P165,2.41
24230,2018-03-24 01:31:02.766102600,P166,1.49
24231,2018-03-24 01:31:05.987286800,P167,1.94
24232,2018-03-24 01:31:09.694498900,P168,1.53
24233,2018-03-24 01:31:13.125695100,P169,2.17
24234,2018-03-24 01:31:17.017917800,P170,1.48
24235,2018-03-24 01:31:20.214100600,P171,2.19
24236,2018-03-24 01:31:24.126324300,P172,1.48
